codigo_lugar,largo_en_mm,ancho_en_mm,espesor_en_mm,tipo_de_muestreo,nombre_roca
LPRO_03,34,10,10,rodal con identificación litológica,calizas
LPRO_03,34,20,19,rodal con identificación litológica,metamórficas
LPRO_03,38,19,19,rodal con identificación litológica,metamórficas
LPRO_03,34,18,16,rodal con identificación litológica,margas/lutitas
LPRO_03,34,11,8,rodal con identificación litológica,calizas
LPRO_03,38,18,17,rodal con identificación litológica,calizas
LPRO_03,35,10,9,rodal con identificación litológica,areniscas
LPRO_03,50,34,26,rodal con identificación litológica,metamórficas
LPRO_03,76,39,30,rodal con identificación litológica,metamórficas
LPRO_03,60,41,30,rodal con identificación litológica,metamórficas
LPRO_03,55,39,20,rodal con identificación litológica,calizas
LPRO_03,54,39,15,rodal con identificación litológica,areniscas
LPRO_03,60,32,31,rodal con identificación litológica,calizas
LPRO_03,55,38,37,rodal con identificación litológica,areniscas
LPRO_03,52,22,18,rodal con identificación litológica,margas/lutitas
LPRO_03,38,29,19,rodal con identificación litológica,calizas
LPRO_03,34,20,18,rodal con identificación litológica,calizas
LPRO_03,48,46,22,rodal con identificación litológica,calizas
LPRO_03,34,19,19,rodal con identificación litológica,calizas
LPRO_03,46,21,19,rodal con identificación litológica,margas/lutitas
LPRO_03,46,11,11,rodal con identificación litológica,margas/lutitas
LPRO_03,42,19,15,rodal con identificación litológica,calizas
LPRO_03,32,22,19,rodal con identificación litológica,volcánicas
LPRO_03,41,11,10,rodal con identificación litológica,calizas
LPRO_03,41,10,10,rodal con identificación litológica,calizas
LPRO_03,35,9,9,rodal con identificación litológica,margas/lutitas
LPRO_03,40,30,17,rodal con identificación litológica,calizas
LPRO_03,38,23,19,rodal con identificación litológica,metamórficas
LPRO_03,38,10,9,rodal con identificación litológica,areniscas
LPRO_03,35,10,10,rodal con identificación litológica,margas/lutitas
LPRO_03,35,10,5,rodal con identificación litológica,indeterminadas
LPRO_03,36,26,18,rodal con identificación litológica,calizas
LPRO_03,45,12,10,rodal con identificación litológica,calizas
LPRO_03,40,19,11,rodal con identificación litológica,margas/lutitas
LPRO_03,46,40,24,rodal con identificación litológica,calizas
LPRO_03,41,11,8,rodal con identificación litológica,margas/lutitas
LPRO_03,42,30,19,rodal con identificación litológica,calizas
LPRO_03,35,20,19,rodal con identificación litológica,volcánicas
LPRO_03,35,19,12,rodal con identificación litológica,margas/lutitas
LPRO_03,37,29,19,rodal con identificación litológica,areniscas
LPRO_03,43,16,8,rodal con identificación litológica,margas/lutitas
LPRO_03,46,16,16,rodal con identificación litológica,volcánicas
LPRO_03,49,24,10,rodal con identificación litológica,margas/lutitas
LPRO_03,37,12,10,rodal con identificación litológica,margas/lutitas
LPRO_03,33,19,11,rodal con identificación litológica,areniscas
LPRO_03,33,21,11,rodal con identificación litológica,margas/lutitas
LPRO_03,42,19,12,rodal con identificación litológica,margas/lutitas
LPRO_03,46,24,10,rodal con identificación litológica,margas/lutitas
LPRO_03,47,20,11,rodal con identificación litológica,calizas
LPRO_03,36,25,15,rodal con identificación litológica,calizas
LPRO_03,33,14,9,rodal con identificación litológica,margas/lutitas
LPRO_03,33,20,10,rodal con identificación litológica,margas/lutitas
LPRO_03,35,19,11,rodal con identificación litológica,calizas
LPRO_03,33,14,10,rodal con identificación litológica,margas/lutitas
LPRO_03,33,15,11,rodal con identificación litológica,margas/lutitas
LPRO_03,32,6,6,rodal con identificación litológica,margas/lutitas
LPRO_03,35,25,17,rodal con identificación litológica,volcánicas
LPRO_03,42,16,14,rodal con identificación litológica,margas/lutitas
LPRO_03,53,22,18,rodal con identificación litológica,calizas
LPRO_03,32,30,14,rodal con identificación litológica,margas/lutitas
LPRO_03,46,29,20,rodal con identificación litológica,calizas
LPRO_03,36,32,27,rodal con identificación litológica,calizas
LPRO_03,50,25,24,rodal con identificación litológica,margas/lutitas
LPRO_03,43,30,28,rodal con identificación litológica,margas/lutitas
LPRO_03,49,30,26,rodal con identificación litológica,areniscas
LPRO_03,51,41,20,rodal con identificación litológica,areniscas
LPRO_03,63,39,35,rodal con identificación litológica,plutónicas
LPRO_03,56,30,19,rodal con identificación litológica,margas/lutitas
LPRO_03,47,23,23,rodal con identificación litológica,margas/lutitas
LPRO_03,43,20,19,rodal con identificación litológica,margas/lutitas
LPRO_03,84,59,48,rodal con identificación litológica,calizas
LPRO_03,40,25,20,rodal con identificación litológica,margas/lutitas
LPRO_03,49,20,18,rodal con identificación litológica,calizas
LPRO_03,34,32,14,rodal con identificación litológica,calizas
LPRO_03,40,38,29,rodal con identificación litológica,margas/lutitas
LPRO_03,41,29,23,rodal con identificación litológica,calizas
LPRO_03,38,24,18,rodal con identificación litológica,volcánicas
LPRO_03,39,23,19,rodal con identificación litológica,volcánicas
LPRO_03,33,18,13,rodal con identificación litológica,calizas
LPRO_03,34,29,20,rodal con identificación litológica,areniscas
LPRO_03,36,29,15,rodal con identificación litológica,calizas
LPRO_03,36,19,15,rodal con identificación litológica,calizas
LPRO_03,33,29,20,rodal con identificación litológica,areniscas
LPRO_03,37,17,10,rodal con identificación litológica,margas/lutitas
LPRO_03,39,16,11,rodal con identificación litológica,calizas
LPRO_03,33,22,6,rodal con identificación litológica,areniscas
LPRO_03,35,24,15,rodal con identificación litológica,areniscas
LPRO_03,36,12,12,rodal con identificación litológica,calizas
LPRO_03,34,14,9,rodal con identificación litológica,margas/lutitas
LPRO_03,30,18,17,rodal con identificación litológica,areniscas
LPRO_03,32,19,9,rodal con identificación litológica,calizas
LPRO_03,30,11,6,rodal con identificación litológica,margas/lutitas
LPRO_03,31,18,16,rodal con identificación litológica,calizas
LPRO_03,30,18,11,rodal con identificación litológica,volcánicas
LPRO_03,30,18,16,rodal con identificación litológica,metamórficas
LPRO_03,30,12,9,rodal con identificación litológica,calizas
LPRO_03,30,9,9,rodal con identificación litológica,metamórficas
LPRO_03,39,18,10,rodal con identificación litológica,volcánicas
LPRO_03,35,21,9,rodal con identificación litológica,margas/lutitas
LPRO_03,49,22,14,rodal con identificación litológica,volcánicas
LPRO_02,53,23,19,rodal con identificación litológica,calizas
LPRO_02,34,33,20,rodal con identificación litológica,areniscas
LPRO_02,36,25,24,rodal con identificación litológica,calizas
LPRO_02,50,21,18,rodal con identificación litológica,calizas
LPRO_02,36,15,12,rodal con identificación litológica,calizas
LPRO_02,33,25,19,rodal con identificación litológica,volcánicas
LPRO_02,38,24,23,rodal con identificación litológica,areniscas
LPRO_02,36,33,21,rodal con identificación litológica,margas/lutitas
LPRO_02,45,19,12,rodal con identificación litológica,areniscas
LPRO_02,36,23,11,rodal con identificación litológica,margas/lutitas
LPRO_02,34,15,11,rodal con identificación litológica,margas/lutitas
LPRO_02,39,18,15,rodal con identificación litológica,areniscas
LPRO_02,33,19,18,rodal con identificación litológica,volcánicas
LPRO_02,60,39,35,rodal con identificación litológica,areniscas
LPRO_02,39,19,17,rodal con identificación litológica,margas/lutitas
LPRO_02,45,31,30,rodal con identificación litológica,margas/lutitas
LPRO_02,45,25,21,rodal con identificación litológica,areniscas
LPRO_02,39,22,13,rodal con identificación litológica,margas/lutitas
LPRO_02,39,25,13,rodal con identificación litológica,calizas
LPRO_02,32,17,16,rodal con identificación litológica,volcánicas
LPRO_02,35,21,18,rodal con identificación litológica,volcánicas
LPRO_02,52,34,29,rodal con identificación litológica,calizas
LPRO_02,39,34,19,rodal con identificación litológica,calizas
LPRO_02,32,11,9,rodal con identificación litológica,areniscas
LPRO_02,34,27,25,rodal con identificación litológica,calizas
LPRO_02,37,27,25,rodal con identificación litológica,margas/lutitas
LPRO_02,35,21,14,rodal con identificación litológica,calizas
LPRO_02,35,16,14,rodal con identificación litológica,calizas
LPRO_02,39,33,25,rodal con identificación litológica,volcánicas
LPRO_02,36,27,21,rodal con identificación litológica,metamórficas
LPRO_02,35,14,12,rodal con identificación litológica,volcánicas
LPRO_02,35,29,13,rodal con identificación litológica,margas/lutitas
LPRO_02,38,23,18,rodal con identificación litológica,margas/lutitas
LPRO_02,32,19,15,rodal con identificación litológica,margas/lutitas
LPRO_02,32,13,12,rodal con identificación litológica,margas/lutitas
LPRO_02,33,19,12,rodal con identificación litológica,margas/lutitas
LPRO_02,44,33,15,rodal con identificación litológica,calizas
LPRO_02,32,18,9,rodal con identificación litológica,calizas
LPRO_02,39,36,22,rodal con identificación litológica,calizas
LPRO_02,32,21,14,rodal con identificación litológica,areniscas
LPRO_02,33,17,15,rodal con identificación litológica,areniscas
LPRO_02,55,25,22,rodal con identificación litológica,calizas
LPRO_02,33,18,15,rodal con identificación litológica,metamórficas
LPRO_02,34,23,19,rodal con identificación litológica,areniscas
LPRO_02,44,23,15,rodal con identificación litológica,calizas
LPRO_02,50,44,23,rodal con identificación litológica,calizas
LPRO_02,50,37,17,rodal con identificación litológica,areniscas
LPRO_02,37,21,20,rodal con identificación litológica,calizas
LPRO_02,33,22,16,rodal con identificación litológica,margas/lutitas
LPRO_02,65,63,47,rodal con identificación litológica,areniscas
LPRO_02,38,20,13,rodal con identificación litológica,calizas
LPRO_02,35,27,11,rodal con identificación litológica,volcánicas
LPRO_02,33,23,10,rodal con identificación litológica,calizas
LPRO_02,32,21,12,rodal con identificación litológica,piroclásticas
LPRO_02,35,16,9,rodal con identificación litológica,margas/lutitas
LPRO_02,36,20,18,rodal con identificación litológica,margas/lutitas
LPRO_02,36,15,6,rodal con identificación litológica,margas/lutitas
LPRO_02,32,19,12,rodal con identificación litológica,metamórficas
LPRO_02,45,36,33,rodal con identificación litológica,margas/lutitas
LPRO_02,36,26,18,rodal con identificación litológica,volcánicas
LPRO_02,33,18,9,rodal con identificación litológica,riolita
LPRO_02,49,15,14,rodal con identificación litológica,margas/lutitas
LPRO_02,53,33,28,rodal con identificación litológica,calizas
LPRO_02,43,24,18,rodal con identificación litológica,margas/lutitas
LPRO_02,48,31,22,rodal con identificación litológica,calizas
LPRO_02,48,32,18,rodal con identificación litológica,volcánicas
LPRO_02,39,28,20,rodal con identificación litológica,margas/lutitas
LPRO_02,50,29,18,rodal con identificación litológica,margas/lutitas
LPRO_02,55,28,24,rodal con identificación litológica,volcánicas
LPRO_02,30,29,24,rodal con identificación litológica,metamórficas
LPRO_02,82,48,37,rodal con identificación litológica,volcánicas
LPRO_02,44,21,20,rodal con identificación litológica,volcánicas
LPRO_02,43,26,21,rodal con identificación litológica,calizas
LPRO_02,45,28,28,rodal con identificación litológica,volcánicas
LPRO_02,39,24,21,rodal con identificación litológica,calizas
LPRO_02,39,23,16,rodal con identificación litológica,areniscas
LPRO_02,37,19,14,rodal con identificación litológica,metamórficas
LPRO_02,34,28,27,rodal con identificación litológica,calizas
LPRO_02,33,30,25,rodal con identificación litológica,indeterminadas
LPRO_02,39,30,18,rodal con identificación litológica,volcánicas
LPRO_02,34,26,18,rodal con identificación litológica,areniscas
LPRO_02,39,19,17,rodal con identificación litológica,conglomerado
LPRO_02,93,84,62,rodal con identificación litológica,metamórficas
LPRO_02,32,18,13,rodal con identificación litológica,calizas
LPRO_02,44,18,16,rodal con identificación litológica,volcánicas
LPRO_02,56,28,25,rodal con identificación litológica,areniscas
LPRO_02,39,28,21,rodal con identificación litológica,margas/lutitas
LPRO_02,32,17,16,rodal con identificación litológica,margas/lutitas
LPRO_02,33,29,18,rodal con identificación litológica,calizas
LPRO_02,32,21,14,rodal con identificación litológica,calizas
LPRO_02,32,23,11,rodal con identificación litológica,margas/lutitas
LPRO_02,37,22,16,rodal con identificación litológica,calizas
LPRO_02,35,19,19,rodal con identificación litológica,margas/lutitas
LPRO_02,34,32,21,rodal con identificación litológica,areniscas
LPRO_02,40,29,21,rodal con identificación litológica,calizas
LPRO_02,61,38,26,rodal con identificación litológica,areniscas
LPRO_02,36,28,14,rodal con identificación litológica,margas/lutitas
LPRO_02,42,22,18,rodal con identificación litológica,volcánicas
LPRO_02,36,23,19,rodal con identificación litológica,margas/lutitas
LPRO_02,38,26,21,rodal con identificación litológica,calizas
LPRO_01,35,20,15,rodal con identificación litológica,calizas
LPRO_01,58,45,32,rodal con identificación litológica,calizas
LPRO_01,44,20,11,rodal con identificación litológica,calizas
LPRO_01,56,29,28,rodal con identificación litológica,calizas
LPRO_01,38,32,16,rodal con identificación litológica,calizas
LPRO_01,76,59,42,rodal con identificación litológica,conglomerado
LPRO_01,61,40,32,rodal con identificación litológica,calizas
LPRO_01,67,36,34,rodal con identificación litológica,calizas
LPRO_01,125,60,33,rodal con identificación litológica,calizas
LPRO_01,72,44,42,rodal con identificación litológica,conglomerado
LPRO_01,70,52,32,rodal con identificación litológica,calizas
LPRO_01,65,56,30,rodal con identificación litológica,calizas
LPRO_01,79,52,41,rodal con identificación litológica,calizas
LPRO_01,57,47,29,rodal con identificación litológica,calizas
LPRO_01,63,42,28,rodal con identificación litológica,areniscas
LPRO_01,64,44,41,rodal con identificación litológica,calizas
LPRO_01,67,28,14,rodal con identificación litológica,calizas
LPRO_01,88,50,38,rodal con identificación litológica,calizas
LPRO_01,42,39,28,rodal con identificación litológica,conglomerado
LPRO_01,55,45,42,rodal con identificación litológica,calizas
LPRO_01,53,49,44,rodal con identificación litológica,calizas
LPRO_01,61,38,26,rodal con identificación litológica,calizas
LPRO_01,49,39,24,rodal con identificación litológica,calizas
LPRO_01,51,28,21,rodal con identificación litológica,calizas
LPRO_01,91,49,42,rodal con identificación litológica,calizas
LPRO_01,53,49,16,rodal con identificación litológica,calizas
LPRO_01,65,52,24,rodal con identificación litológica,conglomerado
LPRO_01,63,36,31,rodal con identificación litológica,calizas
LPRO_01,62,40,29,rodal con identificación litológica,calizas
LPRO_01,54,34,18,rodal con identificación litológica,areniscas
LPRO_01,48,37,24,rodal con identificación litológica,calizas
LPRO_01,39,38,21,rodal con identificación litológica,calizas
LPRO_01,45,34,24,rodal con identificación litológica,calizas
LPRO_01,33,28,20,rodal con identificación litológica,areniscas
LPRO_01,55,33,31,rodal con identificación litológica,calizas
LPRO_01,50,29,21,rodal con identificación litológica,calizas
LPRO_01,55,36,28,rodal con identificación litológica,calizas
LPRO_01,65,31,29,rodal con identificación litológica,calizas
LPRO_01,54,32,27,rodal con identificación litológica,calizas
LPRO_01,54,39,33,rodal con identificación litológica,calizas
LPRO_01,46,38,26,rodal con identificación litológica,calizas
LPRO_01,54,32,23,rodal con identificación litológica,calizas
LPRO_01,55,35,24,rodal con identificación litológica,calizas
LPRO_01,43,39,29,rodal con identificación litológica,conglomerado
LPRO_01,40,35,20,rodal con identificación litológica,calizas
LPRO_01,66,64,49,rodal con identificación litológica,calizas
LPRO_01,70,45,33,rodal con identificación litológica,calizas
LPRO_01,51,48,38,rodal con identificación litológica,volcánicas
LPRO_01,42,35,30,rodal con identificación litológica,volcánicas
LPRO_01,46,41,23,rodal con identificación litológica,calizas
LPRO_01,35,20,15,rodal con identificación litológica,calizas
LPRO_01,58,45,32,rodal con identificación litológica,calizas
LPRO_01,44,20,11,rodal con identificación litológica,calizas
LPRO_01,56,29,28,rodal con identificación litológica,calizas
LPRO_01,38,32,16,rodal con identificación litológica,calizas
LPRO_01,76,59,42,rodal con identificación litológica,conglomerado
LPRO_01,61,40,32,rodal con identificación litológica,calizas
LPRO_01,67,36,34,rodal con identificación litológica,calizas
LPRO_01,125,60,33,rodal con identificación litológica,calizas
LPRO_01,72,44,42,rodal con identificación litológica,conglomerado
LPRO_01,70,52,32,rodal con identificación litológica,calizas
LPRO_01,65,56,30,rodal con identificación litológica,calizas
LPRO_01,79,52,41,rodal con identificación litológica,calizas
LPRO_01,57,47,29,rodal con identificación litológica,calizas
LPRO_01,63,42,28,rodal con identificación litológica,areniscas
LPRO_01,64,44,41,rodal con identificación litológica,calizas
LPRO_01,67,28,14,rodal con identificación litológica,calizas
LPRO_01,88,50,38,rodal con identificación litológica,calizas
LPRO_01,42,39,28,rodal con identificación litológica,conglomerado
LPRO_01,55,45,42,rodal con identificación litológica,calizas
LPRO_01,53,49,44,rodal con identificación litológica,calizas
LPRO_01,61,38,26,rodal con identificación litológica,calizas
LPRO_01,49,39,24,rodal con identificación litológica,calizas
LPRO_01,51,28,21,rodal con identificación litológica,calizas
LPRO_01,91,49,42,rodal con identificación litológica,calizas
LPRO_01,53,49,16,rodal con identificación litológica,calizas
LPRO_01,65,52,24,rodal con identificación litológica,conglomerado
LPRO_01,63,36,31,rodal con identificación litológica,calizas
LPRO_01,62,40,29,rodal con identificación litológica,calizas
LPRO_01,54,34,18,rodal con identificación litológica,areniscas
LPRO_01,48,37,24,rodal con identificación litológica,calizas
LPRO_01,39,38,21,rodal con identificación litológica,calizas
LPRO_01,45,34,24,rodal con identificación litológica,calizas
LPRO_01,33,28,20,rodal con identificación litológica,areniscas
LPRO_01,55,33,31,rodal con identificación litológica,calizas
LPRO_01,50,29,21,rodal con identificación litológica,calizas
LPRO_01,55,36,28,rodal con identificación litológica,calizas
LPRO_01,65,31,29,rodal con identificación litológica,calizas
LPRO_01,54,32,27,rodal con identificación litológica,calizas
LPRO_01,54,39,33,rodal con identificación litológica,calizas
LPRO_01,46,38,26,rodal con identificación litológica,calizas
LPRO_01,54,32,23,rodal con identificación litológica,calizas
LPRO_01,55,35,24,rodal con identificación litológica,calizas
LPRO_01,43,39,29,rodal con identificación litológica,conglomerado
LPRO_01,40,35,20,rodal con identificación litológica,calizas
LPRO_01,66,64,49,rodal con identificación litológica,calizas
LPRO_01,70,45,33,rodal con identificación litológica,calizas
LPRO_01,51,48,38,rodal con identificación litológica,volcánicas
LPRO_01,42,35,30,rodal con identificación litológica,volcánicas
LPRO_01,46,41,23,rodal con identificación litológica,calizas
RBAT_01,55,35,12,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,39,14,8,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,37,16,5,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,32,20,10,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,33,11,4,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,45,22,14,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,32,11,9,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,34,11,3,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,390,340,110,transecto Wolman con identificación litológica,calizas
RBAT_01,900,740,650,transecto Wolman con identificación litológica,calizas
RBAT_01,230,160,130,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,32,27,6,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,41,19,7,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,150,140,40,transecto Wolman con identificación litológica,calizas
RBAT_01,4400,3000,2000,transecto Wolman con identificación litológica,areniscas
RBAT_01,2000,1500,1500,transecto Wolman con identificación litológica,conglomerado
RBAT_01,450,300,200,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,230,140,90,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,200,150,50,transecto Wolman con identificación litológica,areniscas
RBAT_01,36,24,17,transecto Wolman con identificación litológica,conglomerado
RBAT_01,32,19,6,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,2600,2600,2000,transecto Wolman con identificación litológica,conglomerado
RBAT_01,190,70,45,transecto Wolman con identificación litológica,calizas
RBAT_01,130,100,60,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,41,23,11,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,33,26,11,transecto Wolman con identificación litológica,volcánicas
RBAT_01,38,26,19,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,60,50,30,transecto Wolman con identificación litológica,calizas
RBAT_01,52,45,30,transecto Wolman con identificación litológica,calizas
RBAT_01,1100,830,500,transecto Wolman con identificación litológica,conglomerado
RBAT_01,2000,1800,1000,transecto Wolman con identificación litológica,calizas
RBAT_01,190,150,80,transecto Wolman con identificación litológica,calizas
RBAT_01,190,110,60,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,180,100,60,transecto Wolman con identificación litológica,calizas
RBAT_01,140,90,55,transecto Wolman con identificación litológica,areniscas
RBAT_01,230,150,90,transecto Wolman con identificación litológica,conglomerado
RBAT_01,60,50,26,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,35,15,6,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,75,35,10,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,190,115,80,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,45,30,16,transecto Wolman con identificación litológica,calizas
RBAT_01,110,60,50,transecto Wolman con identificación litológica,areniscas
RBAT_01,160,125,85,transecto Wolman con identificación litológica,calizas
RBAT_01,130,80,50,transecto Wolman con identificación litológica,calizas
RBAT_01,290,200,90,transecto Wolman con identificación litológica,areniscas
RBAT_01,40,22,20,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,160,150,70,transecto Wolman con identificación litológica,calizas
RBAT_01,40,30,15,transecto Wolman con identificación litológica,calizas
RBAT_01,100,90,50,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,120,80,55,transecto Wolman con identificación litológica,calizas
RBAT_01,110,90,55,transecto Wolman con identificación litológica,areniscas
RBAT_01,125,100,70,transecto Wolman con identificación litológica,areniscas
RBAT_01,145,100,70,transecto Wolman con identificación litológica,conglomerado
RBAT_01,33,25,15,transecto Wolman con identificación litológica,areniscas
RBAT_01,90,63,15,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,665,55,25,transecto Wolman con identificación litológica,areniscas
RBAT_01,230,125,60,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,165,80,60,transecto Wolman con identificación litológica,calizas
RBAT_01,130,85,70,transecto Wolman con identificación litológica,calizas
RBAT_01,50,40,35,transecto Wolman con identificación litológica,calizas
RBAT_01,130,95,25,transecto Wolman con identificación litológica,areniscas
RBAT_01,45,30,25,transecto Wolman con identificación litológica,volcánicas
RBAT_01,75,50,45,transecto Wolman con identificación litológica,calizas
RBAT_01,160,115,70,transecto Wolman con identificación litológica,conglomerado
RBAT_01,70,50,30,transecto Wolman con identificación litológica,calizas
RBAT_01,80,60,23,transecto Wolman con identificación litológica,areniscas
RBAT_01,42,28,15,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,100,70,40,transecto Wolman con identificación litológica,calizas
RBAT_01,52,45,30,transecto Wolman con identificación litológica,areniscas
RBAT_01,165,125,60,transecto Wolman con identificación litológica,areniscas
RBAT_01,120,90,75,transecto Wolman con identificación litológica,areniscas
RBAT_01,125,90,90,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,38,33,18,transecto Wolman con identificación litológica,areniscas
RBAT_01,43,37,12,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,80,40,28,transecto Wolman con identificación litológica,areniscas
RBAT_01,70,48,40,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,60,55,35,transecto Wolman con identificación litológica,areniscas
RBAT_01,130,105,40,transecto Wolman con identificación litológica,conglomerado
RBAT_01,50,30,13,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,155,115,70,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,118,87,18,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,45,27,18,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,100,80,40,transecto Wolman con identificación litológica,areniscas
RBAT_01,105,80,40,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,75,45,15,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,40,25,23,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,60,40,25,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,64,28,15,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,50,24,12,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,63,45,23,transecto Wolman con identificación litológica,areniscas
RBAT_01,33,23,14,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,52,35,15,transecto Wolman con identificación litológica,areniscas
RBAT_01,160,130,40,transecto Wolman con identificación litológica,conglomerado
RBAT_01,100,60,30,transecto Wolman con identificación litológica,areniscas
RBAT_01,140,95,50,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,60,35,30,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,50,50,30,transecto Wolman con identificación litológica,calizas
RBAT_01,40,25,25,transecto Wolman con identificación litológica,margas/lutitas
RBAT_01,55,40,8,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,60,53,30,transecto Wolman con identificación litológica,calizas
RBAT_03,220,160,110,transecto Wolman con identificación litológica,conglomerado
RBAT_03,100,70,40,transecto Wolman con identificación litológica,calizas
RBAT_03,160,80,55,transecto Wolman con identificación litológica,calizas
RBAT_03,45,30,10,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,1500,1100,1100,transecto Wolman con identificación litológica,calizas
RBAT_03,100,80,55,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,130,40,26,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,145,70,65,transecto Wolman con identificación litológica,calizas
RBAT_03,60,45,15,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,750,350,240,transecto Wolman con identificación litológica,areniscas
RBAT_03,220,100,90,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,290,180,130,transecto Wolman con identificación litológica,calizas
RBAT_03,85,50,23,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,175,150,75,transecto Wolman con identificación litológica,areniscas
RBAT_03,170,95,80,transecto Wolman con identificación litológica,conglomerado
RBAT_03,150,100,50,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,95,80,60,transecto Wolman con identificación litológica,calizas
RBAT_03,1040,900,700,transecto Wolman con identificación litológica,areniscas
RBAT_03,115,100,20,transecto Wolman con identificación litológica,calizas
RBAT_03,120,90,30,transecto Wolman con identificación litológica,areniscas
RBAT_03,250,150,70,transecto Wolman con identificación litológica,areniscas
RBAT_03,270,250,40,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,450,350,140,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,220,200,50,transecto Wolman con identificación litológica,areniscas
RBAT_03,75,50,20,transecto Wolman con identificación litológica,areniscas
RBAT_03,400,400,170,transecto Wolman con identificación litológica,areniscas
RBAT_03,130,70,60,transecto Wolman con identificación litológica,areniscas
RBAT_03,1000,800,80,transecto Wolman con identificación litológica,areniscas
RBAT_03,120,95,50,transecto Wolman con identificación litológica,conglomerado
RBAT_03,75,60,50,transecto Wolman con identificación litológica,areniscas
RBAT_03,85,75,15,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,260,170,100,transecto Wolman con identificación litológica,calizas
RBAT_03,90,55,30,transecto Wolman con identificación litológica,areniscas
RBAT_03,120,100,70,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,130,80,50,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,105,75,35,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,65,50,30,transecto Wolman con identificación litológica,areniscas
RBAT_03,34,26,8,transecto Wolman con identificación litológica,areniscas
RBAT_03,290,80,80,transecto Wolman con identificación litológica,areniscas
RBAT_03,170,100,60,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,300,190,50,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,40,22,9,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,65,40,30,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,50,40,16,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,90,50,30,transecto Wolman con identificación litológica,areniscas
RBAT_03,125,70,22,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,135,130,35,transecto Wolman con identificación litológica,calizas
RBAT_03,45,35,10,transecto Wolman con identificación litológica,margas/lutitas
RBAT_03,60,30,22,transecto Wolman con identificación litológica,areniscas
RBAT_03,50,30,13,transecto Wolman con identificación litológica,areniscas
