codigo_lugar,largo_en_mm,ancho_en_mm,espesor_en_mm,tipo_de_muestreo,nombre_roca
RBAT_06,52,32,23,rodal con identificación litológica,margas/lutitas
RBAT_06,70,34,25,rodal con identificación litológica,margas/lutitas
RBAT_06,42,29,16,rodal con identificación litológica,areniscas
RBAT_06,35,26,16,rodal con identificación litológica,margas/lutitas
RBAT_06,105,84,23,rodal con identificación litológica,calizas
RBAT_06,37,21,13,rodal con identificación litológica,margas/lutitas
RBAT_06,62,36,31,rodal con identificación litológica,calizas
RBAT_06,72,44,32,rodal con identificación litológica,areniscas
RBAT_06,132,73,52,rodal con identificación litológica,margas/lutitas
RBAT_06,46,32,19,rodal con identificación litológica,calizas
RBAT_06,42,31,22,rodal con identificación litológica,margas/lutitas
RBAT_06,140,105,37,rodal con identificación litológica,margas/lutitas
RBAT_06,112,67,22,rodal con identificación litológica,areniscas
RBAT_06,44,24,18,rodal con identificación litológica,margas/lutitas
RBAT_06,91,29,27,rodal con identificación litológica,margas/lutitas
RBAT_06,46,30,20,rodal con identificación litológica,margas/lutitas
RBAT_06,51,44,32,rodal con identificación litológica,areniscas
RBAT_06,47,38,33,rodal con identificación litológica,margas/lutitas
RBAT_06,210,119,50,rodal con identificación litológica,volcánicas
RBAT_06,54,40,14,rodal con identificación litológica,margas/lutitas
RBAT_06,66,55,26,rodal con identificación litológica,areniscas
RBAT_06,105,50,21,rodal con identificación litológica,areniscas
RBAT_07,89,70,26,rodal con identificación litológica,margas/lutitas
RBAT_07,190,138,88,rodal con identificación litológica,calizas
RBAT_07,56,42,26,rodal con identificación litológica,calizas
RBAT_07,109,50,40,rodal con identificación litológica,calizas
RBAT_07,83,67,52,rodal con identificación litológica,margas/lutitas
RBAT_07,65,59,22,rodal con identificación litológica,volcánicas
RBAT_07,38,36,23,rodal con identificación litológica,areniscas
RBAT_07,67,35,32,rodal con identificación litológica,margas/lutitas
RBAT_07,170,60,50,rodal con identificación litológica,areniscas
RBAT_07,70,32,25,rodal con identificación litológica,margas/lutitas
RBAT_07,105,85,42,rodal con identificación litológica,areniscas
RBAT_07,37,31,17,rodal con identificación litológica,margas/lutitas
RBAT_07,66,16,11,rodal con identificación litológica,margas/lutitas
RBAT_07,59,44,30,rodal con identificación litológica,calizas
RBAT_07,82,69,63,rodal con identificación litológica,areniscas
RBAT_07,71,39,20,rodal con identificación litológica,margas/lutitas
RBAT_07,57,35,35,rodal con identificación litológica,calizas
RBAT_07,81,65,36,rodal con identificación litológica,margas/lutitas
RBAT_07,99,63,34,rodal con identificación litológica,areniscas
RBAT_07,47,38,22,rodal con identificación litológica,margas/lutitas
RBAT_07,33,20,19,rodal con identificación litológica,calizas
RBAT_07,39,28,23,rodal con identificación litológica,calizas
RBAT_07,85,73,28,rodal con identificación litológica,calizas
RBAT_07,123,54,30,rodal con identificación litológica,margas/lutitas
RBAT_07,45,35,11,rodal con identificación litológica,calizas
RBAT_07,55,46,14,rodal con identificación litológica,areniscas
RBAT_07,57,29,19,rodal con identificación litológica,calizas
RBAT_07,43,42,33,rodal con identificación litológica,areniscas
RBAT_07,58,42,30,rodal con identificación litológica,areniscas
RBAT_07,160,102,61,rodal con identificación litológica,calizas
RBAT_07,85,56,26,rodal con identificación litológica,margas/lutitas
RBAT_07,85,85,35,rodal con identificación litológica,areniscas
RBAT_07,82,65,53,rodal con identificación litológica,areniscas
RBAT_07,150,72,35,rodal con identificación litológica,areniscas
RBAT_07,53,34,10,rodal con identificación litológica,margas/lutitas
RBAT_07,71,60,28,rodal con identificación litológica,margas/lutitas
RBAT_07,140,117,75,rodal con identificación litológica,calizas
RBAT_07,75,50,35,rodal con identificación litológica,areniscas
RBAT_07,42,24,15,rodal con identificación litológica,calizas
RBAT_07,44,31,25,rodal con identificación litológica,calizas
RBAT_07,124,63,29,rodal con identificación litológica,margas/lutitas
RBAT_07,46,42,18,rodal con identificación litológica,calizas
RBAT_07,44,40,28,rodal con identificación litológica,areniscas
RBAT_07,88,79,43,rodal con identificación litológica,margas/lutitas
RBAT_07,90,51,18,rodal con identificación litológica,margas/lutitas
RBAT_07,47,43,38,rodal con identificación litológica,margas/lutitas
RBAT_07,92,54,45,rodal con identificación litológica,conglomerado
RBAT_07,65,41,28,rodal con identificación litológica,calizas
RBAT_07,105,73,23,rodal con identificación litológica,areniscas
RBAT_07,52,46,23,rodal con identificación litológica,calizas
RBAT_07,73,42,16,rodal con identificación litológica,margas/lutitas
RBAT_07,70,58,33,rodal con identificación litológica,areniscas
RBAT_07,73,62,41,rodal con identificación litológica,conglomerado
RBAT_07,54,48,27,rodal con identificación litológica,areniscas
RBAT_07,57,42,31,rodal con identificación litológica,areniscas
RBAT_07,56,47,29,rodal con identificación litológica,areniscas
RBAT_07,49,30,22,rodal con identificación litológica,areniscas
RBAT_07,32,28,24,rodal con identificación litológica,areniscas
RBAT_07,133,49,43,rodal con identificación litológica,areniscas
RBAT_07,104,61,34,rodal con identificación litológica,calizas
RBAT_07,100,74,40,rodal con identificación litológica,margas/lutitas
RBAT_07,143,63,43,rodal con identificación litológica,areniscas
RBAT_07,130,122,68,rodal con identificación litológica,areniscas
RBAT_07,89,39,29,rodal con identificación litológica,areniscas
RBAT_07,66,21,19,rodal con identificación litológica,areniscas
RBAT_07,103,39,27,rodal con identificación litológica,volcánicas
RBAT_07,52,33,13,rodal con identificación litológica,margas/lutitas
RBAT_07,160,150,57,rodal con identificación litológica,margas/lutitas
RBAT_07,64,51,39,rodal con identificación litológica,calizas
RBAT_07,190,170,68,rodal con identificación litológica,calizas
RBAT_07,113,63,21,rodal con identificación litológica,areniscas
RBAT_07,55,38,24,rodal con identificación litológica,margas/lutitas
RBAT_07,93,53,46,rodal con identificación litológica,margas/lutitas
RBAT_07,67,31,30,rodal con identificación litológica,margas/lutitas
RBAT_07,69,46,20,rodal con identificación litológica,areniscas
RBAT_07,56,29,23,rodal con identificación litológica,volcánicas
RBAT_07,46,33,24,rodal con identificación litológica,areniscas
RBAT_07,85,50,35,rodal con identificación litológica,margas/lutitas
RBAT_07,122,66,34,rodal con identificación litológica,margas/lutitas
RBAT_07,69,39,24,rodal con identificación litológica,margas/lutitas
RBAT_07,95,42,19,rodal con identificación litológica,margas/lutitas
RBAT_07,44,31,29,rodal con identificación litológica,areniscas
RBAT_07,43,30,15,rodal con identificación litológica,margas/lutitas
RBAT_07,131,84,57,rodal con identificación litológica,areniscas
RBAT_07,230,89,63,rodal con identificación litológica,areniscas
RBAT_07,42,38,21,rodal con identificación litológica,volcánicas
RBAT_07,60,25,15,rodal con identificación litológica,margas/lutitas
RBAT_07,59,39,32,rodal con identificación litológica,areniscas
RBAT_07,70,40,25,rodal con identificación litológica,calizas
RBAT_07,37,35,23,rodal con identificación litológica,areniscas
RBAT_07,49,30,26,rodal con identificación litológica,calizas
RBAT_07,126,65,44,rodal con identificación litológica,margas/lutitas
RBAT_07,63,28,13,rodal con identificación litológica,margas/lutitas
RBAT_07,94,74,35,rodal con identificación litológica,margas/lutitas
RBAT_07,64,44,29,rodal con identificación litológica,areniscas
RBAT_07,110,74,45,rodal con identificación litológica,conglomerado
RBAT_07,160,150,68,rodal con identificación litológica,areniscas
RBAT_07,110,95,25,rodal con identificación litológica,calizas
RBAT_07,77,53,44,rodal con identificación litológica,areniscas
RBAT_07,160,115,69,rodal con identificación litológica,margas/lutitas
RBAT_07,130,90,32,rodal con identificación litológica,margas/lutitas
RBAT_07,79,57,22,rodal con identificación litológica,margas/lutitas
RBAT_07,44,35,24,rodal con identificación litológica,margas/lutitas
RBAT_07,39,29,10,rodal con identificación litológica,margas/lutitas
RBAT_07,32,29,25,rodal con identificación litológica,volcánicas
RBAT_07,77,51,26,rodal con identificación litológica,areniscas
RBAT_07,45,35,18,rodal con identificación litológica,margas/lutitas
EPCC_01,48,45,35,perfil con identificación litológica,plutónicas
EPCC_01,42,28,26,perfil con identificación litológica,plutónicas
EPCC_01,42,28,20,perfil con identificación litológica,volcánicas
EPCC_01,46,25,25,perfil con identificación litológica,calizas
EPCC_01,40,28,14,perfil con identificación litológica,plutónicas
EPCC_01,50,43,30,perfil con identificación litológica,nódulos de sílex
EPCC_01,40,22,20,perfil con identificación litológica,volcánicas
EPCC_01,48,42,27,perfil con identificación litológica,areniscas
EPCC_01,59,38,25,perfil con identificación litológica,volcánicas
EPCC_01,55,40,37,perfil con identificación litológica,calizas
EPCC_01,35,30,20,perfil con identificación litológica,calizas
EPCC_01,105,61,38,perfil con identificación litológica,metamórficas
EPCC_01,69,57,33,perfil con identificación litológica,areniscas
EPCC_01,40,27,18,perfil con identificación litológica,volcánicas
EPCC_01,35,28,17,perfil con identificación litológica,plutónicas
EPCC_01,80,63,47,perfil con identificación litológica,calizas
EPCC_01,70,45,32,perfil con identificación litológica,volcánicas
EPCC_01,44,37,28,perfil con identificación litológica,areniscas
EPCC_01,40,29,19,perfil con identificación litológica,calizas
EPCC_01,39,28,20,perfil con identificación litológica,calizas
EPCC_01,32,30,15,perfil con identificación litológica,volcánicas
EPCC_01,42,39,22,perfil con identificación litológica,calizas
EPCC_01,36,24,16,perfil con identificación litológica,margas/lutitas
EPCC_01,32,22,15,perfil con identificación litológica,areniscas
EPCC_01,65,53,45,perfil con identificación litológica,calizas
EPCC_01,37,27,23,perfil con identificación litológica,areniscas
EPCC_01,43,30,20,perfil con identificación litológica,areniscas
EPCC_01,38,30,24,perfil con identificación litológica,riolita
EPCC_01,35,29,22,perfil con identificación litológica,calizas
EPCC_01,38,36,23,perfil con identificación litológica,indeterminadas
EPCC_01,45,32,25,perfil con identificación litológica,volcánicas
EPCC_01,43,30,23,perfil con identificación litológica,areniscas
EPCC_01,40,19,13,perfil con identificación litológica,calizas
EPCC_01,43,31,25,perfil con identificación litológica,areniscas
EPCC_01,60,40,25,perfil con identificación litológica,areniscas
EPCC_01,52,34,31,perfil con identificación litológica,plutónicas
EPCC_01,40,37,26,perfil con identificación litológica,volcánicas
EPCC_01,45,28,22,perfil con identificación litológica,volcánicas
EPCC_01,42,22,15,perfil con identificación litológica,volcánicas
EPCC_01,70,48,40,perfil con identificación litológica,margas/lutitas
EPCC_01,32,29,14,perfil con identificación litológica,cuarzo cristalizado
EPCC_01,50,22,18,perfil con identificación litológica,margas/lutitas
EPCC_01,120,78,60,perfil con identificación litológica,areniscas
EPCC_01,41,35,11,perfil con identificación litológica,calizas
EPCC_01,47,40,36,perfil con identificación litológica,volcánicas
EPCC_01,33,27,25,perfil con identificación litológica,indeterminadas
EPCC_01,71,64,45,perfil con identificación litológica,calizas
EPCC_01,34,23,19,perfil con identificación litológica,margas/lutitas
EPCC_01,38,32,17,perfil con identificación litológica,volcánicas
EPCC_01,49,23,15,perfil con identificación litológica,calizas
EPCC_01,59,36,33,perfil con identificación litológica,areniscas
EPCC_01,39,29,27,perfil con identificación litológica,volcánicas
EPCC_01,37,22,14,perfil con identificación litológica,areniscas
EPCC_01,34,28,16,perfil con identificación litológica,calizas
EPCC_01,50,28,18,perfil con identificación litológica,calizas
EPCC_01,32,22,18,perfil con identificación litológica,volcánicas
EPCC_01,35,25,18,perfil con identificación litológica,plutónicas
EPCC_01,33,19,12,perfil con identificación litológica,margas/lutitas
EPCC_01,49,38,27,perfil con identificación litológica,plutónicas
EPCC_01,41,26,20,perfil con identificación litológica,volcánicas
EPCC_01,37,32,24,perfil con identificación litológica,areniscas
EPCC_01,49,38,22,perfil con identificación litológica,volcánicas
EPCC_01,49,32,24,perfil con identificación litológica,plutónicas
EPCC_01,32,21,16,perfil con identificación litológica,volcánicas
EPCC_01,103,58,56,perfil con identificación litológica,calizas
EPCC_01,73,58,55,perfil con identificación litológica,plutónicas
EPCC_01,34,27,15,perfil con identificación litológica,indeterminadas
EPCC_01,32,23,19,perfil con identificación litológica,volcánicas
EPCC_01,34,29,21,perfil con identificación litológica,volcánicas
EPCC_01,37,30,21,perfil con identificación litológica,calizas
EPCC_01,48,31,16,perfil con identificación litológica,calizas
EPCC_01,35,33,26,perfil con identificación litológica,volcánicas
EPCC_01,40,17,15,perfil con identificación litológica,margas/lutitas
EPCC_01,39,25,21,perfil con identificación litológica,conglomerado
EPCC_01,33,21,15,perfil con identificación litológica,volcánicas
EPCC_01,59,39,28,perfil con identificación litológica,volcánicas
EPCC_01,32,24,19,perfil con identificación litológica,volcánicas
EPCC_01,34,26,13,perfil con identificación litológica,indeterminadas
EPCC_01,39,30,22,perfil con identificación litológica,margas/lutitas
EPCC_01,43,26,25,perfil con identificación litológica,margas/lutitas
EPCC_01,38,24,14,perfil con identificación litológica,areniscas
EPCC_01,34,33,18,perfil con identificación litológica,areniscas
EPCC_01,45,24,24,perfil con identificación litológica,volcánicas
EPCC_01,32,26,15,perfil con identificación litológica,indeterminadas
EPCC_01,32,26,14,perfil con identificación litológica,riolita
EPCC_01,46,32,19,perfil con identificación litológica,areniscas
EPCC_01,57,26,19,perfil con identificación litológica,areniscas
EPCC_01,37,31,26,perfil con identificación litológica,volcánicas
EPCC_01,34,29,12,perfil con identificación litológica,volcánicas
EPCC_01,32,24,13,perfil con identificación litológica,volcánicas
EPCC_01,44,37,30,perfil con identificación litológica,volcánicas
EPCC_01,38,25,14,perfil con identificación litológica,plutónicas
EPCC_01,42,37,22,perfil con identificación litológica,calizas
EPCC_01,69,51,42,perfil con identificación litológica,calizas
EPCC_01,40,25,11,perfil con identificación litológica,areniscas
EPCC_01,32,22,14,perfil con identificación litológica,volcánicas
EPCC_01,41,33,24,perfil con identificación litológica,plutónicas
EPCC_01,48,46,32,perfil con identificación litológica,calizas
EPCC_01,34,21,21,perfil con identificación litológica,volcánicas
EPCC_01,32,25,19,perfil con identificación litológica,indeterminadas
EPCC_02,32,29,12,perfil con identificación litológica,areniscas
EPCC_02,32,15,10,perfil con identificación litológica,margas/lutitas
EPCC_02,50,34,31,perfil con identificación litológica,plutónicas
EPCC_02,34,30,20,perfil con identificación litológica,areniscas
EPCC_02,42,20,15,perfil con identificación litológica,plutónicas
EPCC_02,59,40,18,perfil con identificación litológica,areniscas
EPCC_02,45,38,20,perfil con identificación litológica,areniscas
EPCC_02,40,20,15,perfil con identificación litológica,volcánicas
EPCC_02,32,28,22,perfil con identificación litológica,volcánicas
EPCC_02,54,40,35,perfil con identificación litológica,calizas
EPCC_02,41,23,20,perfil con identificación litológica,calizas
EPCC_02,35,27,10,perfil con identificación litológica,calizas
EPCC_02,55,29,15,perfil con identificación litológica,calizas
EPCC_02,32,20,10,perfil con identificación litológica,volcánicas
EPCC_02,122,80,58,perfil con identificación litológica,calizas
EPCC_02,32,28,20,perfil con identificación litológica,volcánicas
EPCC_02,41,23,15,perfil con identificación litológica,areniscas
EPCC_02,55,30,27,perfil con identificación litológica,areniscas
EPCC_02,37,28,16,perfil con identificación litológica,volcánicas
EPCC_02,44,33,27,perfil con identificación litológica,plutónicas
EPCC_02,37,32,20,perfil con identificación litológica,calizas
EPCC_02,33,31,18,perfil con identificación litológica,areniscas
EPCC_02,54,49,24,perfil con identificación litológica,plutónicas
EPCC_02,40,38,23,perfil con identificación litológica,calizas
EPCC_02,51,44,30,perfil con identificación litológica,plutónicas
EPCC_02,32,28,21,perfil con identificación litológica,margas/lutitas
EPCC_02,66,48,46,perfil con identificación litológica,volcánicas
EPCC_02,32,29,22,perfil con identificación litológica,volcánicas
EPCC_02,80,50,45,perfil con identificación litológica,volcánicas
EPCC_02,34,16,13,perfil con identificación litológica,volcánicas
EPCC_02,50,41,25,perfil con identificación litológica,volcánicas
EPCC_02,32,29,10,perfil con identificación litológica,volcánicas
EPCC_02,41,31,14,perfil con identificación litológica,calizas
EPCC_02,33,27,19,perfil con identificación litológica,calizas
EPCC_02,38,21,13,perfil con identificación litológica,plutónicas
EPCC_02,45,32,17,perfil con identificación litológica,calizas
EPCC_02,40,21,15,perfil con identificación litológica,volcánicas
EPCC_02,55,36,27,perfil con identificación litológica,indeterminadas
EPCC_02,40,30,25,perfil con identificación litológica,plutónicas
EPCC_02,40,37,16,perfil con identificación litológica,volcánicas
EPCC_02,42,31,18,perfil con identificación litológica,calizas
EPCC_02,33,27,22,perfil con identificación litológica,plutónicas
EPCC_02,39,25,20,perfil con identificación litológica,areniscas
EPCC_02,50,25,18,perfil con identificación litológica,calizas
EPCC_02,38,34,25,perfil con identificación litológica,calizas
EPCC_02,40,35,13,perfil con identificación litológica,calizas
EPCC_02,60,35,32,perfil con identificación litológica,areniscas
EPCC_02,39,23,17,perfil con identificación litológica,metamórficas
EPCC_02,33,22,16,perfil con identificación litológica,metamórficas
EPCC_02,50,28,20,perfil con identificación litológica,areniscas
EPCC_02,40,35,28,perfil con identificación litológica,calizas
EPCC_02,49,32,30,perfil con identificación litológica,calizas
EPCC_02,33,22,15,perfil con identificación litológica,areniscas
EPCC_02,87,64,47,perfil con identificación litológica,areniscas
EPCC_02,35,17,12,perfil con identificación litológica,plutónicas
EPCC_02,40,35,13,perfil con identificación litológica,calizas
EPCC_02,60,32,15,perfil con identificación litológica,areniscas
EPCC_02,33,26,20,perfil con identificación litológica,areniscas
EPCC_02,48,32,27,perfil con identificación litológica,areniscas
EPCC_02,50,28,27,perfil con identificación litológica,areniscas
EPCC_02,40,35,17,perfil con identificación litológica,plutónicas
EPCC_02,39,20,19,perfil con identificación litológica,metamórficas
EPCC_02,40,30,25,perfil con identificación litológica,volcánicas
EPCC_02,32,26,20,perfil con identificación litológica,areniscas
EPCC_02,62,34,31,perfil con identificación litológica,calizas
EPCC_02,40,31,17,perfil con identificación litológica,areniscas
EPCC_02,32,15,12,perfil con identificación litológica,calizas
EPCC_02,35,21,20,perfil con identificación litológica,volcánicas
EPCC_02,70,40,34,perfil con identificación litológica,areniscas
EPCC_02,50,30,16,perfil con identificación litológica,volcánicas
EPCC_02,44,32,20,perfil con identificación litológica,calizas
EPCC_02,45,38,20,perfil con identificación litológica,calizas
EPCC_02,40,35,20,perfil con identificación litológica,plutónicas
EPCC_02,39,25,17,perfil con identificación litológica,calizas
EPCC_02,45,35,30,perfil con identificación litológica,areniscas
EPCC_02,42,32,25,perfil con identificación litológica,calizas
EPCC_02,80,60,45,perfil con identificación litológica,conglomerado
EPCC_02,38,25,20,perfil con identificación litológica,areniscas
EPCC_02,50,27,24,perfil con identificación litológica,areniscas
EPCC_02,40,37,20,perfil con identificación litológica,areniscas
EPCC_02,52,39,24,perfil con identificación litológica,areniscas
EPCC_02,55,38,25,perfil con identificación litológica,calizas
EPCC_02,65,41,35,perfil con identificación litológica,calizas
EPCC_02,57,28,23,perfil con identificación litológica,areniscas
EPCC_02,80,60,55,perfil con identificación litológica,calizas
EPCC_02,32,22,14,perfil con identificación litológica,calizas
EPCC_02,38,30,20,perfil con identificación litológica,volcánicas
EPCC_02,35,24,21,perfil con identificación litológica,volcánicas
EPCC_02,40,23,20,perfil con identificación litológica,volcánicas
EPCC_02,33,27,19,perfil con identificación litológica,volcánicas
EPCC_02,32,20,5,perfil con identificación litológica,calizas
EPCC_02,35,26,19,perfil con identificación litológica,calizas
EPCC_02,52,29,22,perfil con identificación litológica,areniscas
EPCC_02,40,25,10,perfil con identificación litológica,volcánicas
EPCC_02,52,30,21,perfil con identificación litológica,areniscas
EPCC_02,50,30,20,perfil con identificación litológica,volcánicas
EPCC_02,42,28,20,perfil con identificación litológica,areniscas
EPCC_02,36,30,28,perfil con identificación litológica,indeterminadas
EPCC_02,42,28,12,perfil con identificación litológica,calizas
EPCC_02,50,38,25,perfil con identificación litológica,areniscas
EPCC_03,80,45,40,perfil con identificación litológica,calizas
EPCC_03,70,40,32,perfil con identificación litológica,volcánicas
EPCC_03,85,45,40,perfil con identificación litológica,areniscas
EPCC_03,60,50,20,perfil con identificación litológica,volcánicas
EPCC_03,52,40,20,perfil con identificación litológica,calizas
EPCC_03,49,40,32,perfil con identificación litológica,calizas
EPCC_03,62,60,40,perfil con identificación litológica,conglomerado
EPCC_03,44,29,22,perfil con identificación litológica,areniscas
EPCC_03,45,35,22,perfil con identificación litológica,volcánicas
EPCC_03,60,42,38,perfil con identificación litológica,volcánicas
EPCC_03,59,55,24,perfil con identificación litológica,volcánicas
EPCC_03,65,53,34,perfil con identificación litológica,areniscas
EPCC_03,63,38,25,perfil con identificación litológica,calizas
EPCC_03,40,38,24,perfil con identificación litológica,plutónicas
EPCC_03,42,38,15,perfil con identificación litológica,calizas
EPCC_03,59,51,35,perfil con identificación litológica,calizas
EPCC_03,35,27,20,perfil con identificación litológica,areniscas
EPCC_03,46,28,24,perfil con identificación litológica,areniscas
EPCC_03,39,35,25,perfil con identificación litológica,areniscas
EPCC_03,40,33,15,perfil con identificación litológica,volcánicas
EPCC_03,60,30,21,perfil con identificación litológica,volcánicas
EPCC_03,75,45,42,perfil con identificación litológica,volcánicas
EPCC_03,55,39,30,perfil con identificación litológica,volcánicas
EPCC_03,50,41,33,perfil con identificación litológica,riolita
EPCC_03,44,36,22,perfil con identificación litológica,volcánicas
EPCC_03,50,39,30,perfil con identificación litológica,calizas
EPCC_03,103,61,30,perfil con identificación litológica,volcánicas
EPCC_03,58,33,19,perfil con identificación litológica,volcánicas
EPCC_03,32,22,19,perfil con identificación litológica,volcánicas
EPCC_03,62,53,24,perfil con identificación litológica,areniscas
EPCC_03,98,70,42,perfil con identificación litológica,volcánicas
EPCC_03,180,120,65,perfil con identificación litológica,calizas
EPCC_03,124,95,55,perfil con identificación litológica,volcánicas
EPCC_03,70,45,25,perfil con identificación litológica,areniscas
EPCC_03,52,40,30,perfil con identificación litológica,plutónicas
EPCC_03,65,59,45,perfil con identificación litológica,plutónicas
EPCC_03,50,49,20,perfil con identificación litológica,calizas
EPCC_03,75,42,33,perfil con identificación litológica,calizas
EPCC_03,55,52,34,perfil con identificación litológica,volcánicas
EPCC_03,62,45,45,perfil con identificación litológica,calizas
EPCC_03,100,70,42,perfil con identificación litológica,areniscas
EPCC_03,85,35,30,perfil con identificación litológica,calizas
EPCC_03,110,72,43,perfil con identificación litológica,volcánicas
EPCC_03,49,34,20,perfil con identificación litológica,volcánicas
EPCC_03,51,35,30,perfil con identificación litológica,areniscas
EPCC_03,75,40,32,perfil con identificación litológica,areniscas
EPCC_03,82,34,29,perfil con identificación litológica,areniscas
EPCC_03,65,49,24,perfil con identificación litológica,volcánicas
EPCC_03,49,32,23,perfil con identificación litológica,calizas
EPCC_03,54,29,15,perfil con identificación litológica,areniscas
EPCC_03,57,53,34,perfil con identificación litológica,calizas
EPCC_03,80,40,29,perfil con identificación litológica,areniscas
EPCC_03,40,35,24,perfil con identificación litológica,volcánicas
EPCC_03,41,26,15,perfil con identificación litológica,calizas
EPCC_03,200,180,125,perfil con identificación litológica,calizas
EPCC_03,82,44,31,perfil con identificación litológica,areniscas
EPCC_03,97,76,44,perfil con identificación litológica,areniscas
EPCC_03,138,100,65,perfil con identificación litológica,plutónicas
EPCC_03,85,61,40,perfil con identificación litológica,plutónicas
EPCC_03,190,90,75,perfil con identificación litológica,calizas
EPCC_03,110,60,30,perfil con identificación litológica,calizas
EPCC_03,90,44,40,perfil con identificación litológica,volcánicas
EPCC_03,65,38,29,perfil con identificación litológica,areniscas
EPCC_03,94,64,56,perfil con identificación litológica,areniscas
EPCC_03,88,42,35,perfil con identificación litológica,volcánicas
EPCC_03,75,68,38,perfil con identificación litológica,volcánicas
EPCC_03,85,64,50,perfil con identificación litológica,volcánicas
EPCC_03,36,26,22,perfil con identificación litológica,areniscas
EPCC_03,62,44,40,perfil con identificación litológica,areniscas
EPCC_03,61,30,25,perfil con identificación litológica,metamórficas
EPCC_03,90,84,39,perfil con identificación litológica,areniscas
EPCC_03,60,32,19,perfil con identificación litológica,margas/lutitas
EPCC_03,66,20,15,perfil con identificación litológica,calizas
EPCC_03,76,57,35,perfil con identificación litológica,margas/lutitas
EPCC_03,75,59,45,perfil con identificación litológica,calizas
EPCC_03,40,35,24,perfil con identificación litológica,areniscas
EPCC_03,65,45,40,perfil con identificación litológica,volcánicas
EPCC_03,60,44,32,perfil con identificación litológica,calizas
EPCC_03,60,55,30,perfil con identificación litológica,metamórficas
EPCC_03,139,73,32,perfil con identificación litológica,areniscas
EPCC_03,140,110,80,perfil con identificación litológica,plutónicas
EPCC_03,43,29,26,perfil con identificación litológica,calizas
EPCC_03,32,25,17,perfil con identificación litológica,calizas
EPCC_03,150,145,75,perfil con identificación litológica,volcánicas
EPCC_03,41,34,30,perfil con identificación litológica,calizas
EPCC_03,170,120,70,perfil con identificación litológica,calizas
EPCC_03,172,130,63,perfil con identificación litológica,areniscas
EPCC_03,80,53,40,perfil con identificación litológica,plutónicas
EPCC_03,270,145,110,perfil con identificación litológica,calizas
EPCC_03,135,115,60,perfil con identificación litológica,calizas
EPCC_03,85,70,35,perfil con identificación litológica,volcánicas
EPCC_03,75,20,15,perfil con identificación litológica,margas/lutitas
EPCC_03,145,90,85,perfil con identificación litológica,volcánicas
EPCC_03,80,35,30,perfil con identificación litológica,calizas
EPCC_03,80,68,43,perfil con identificación litológica,areniscas
EPCC_03,120,110,64,perfil con identificación litológica,areniscas
EPCC_03,120,75,40,perfil con identificación litológica,margas/lutitas
EPCC_03,61,55,35,perfil con identificación litológica,volcánicas
EPCC_03,50,35,23,perfil con identificación litológica,calizas
EPCC_03,110,95,50,perfil con identificación litológica,volcánicas
EPCC_03,50,23,20,perfil con identificación litológica,volcánicas
RBAH_01,28,25,14,rodal con identificación litológica,areniscas
RBAH_01,44,32,9,rodal con identificación litológica,areniscas
RBAH_01,40,9,6,rodal con identificación litológica,margas/lutitas
RBAH_01,32,18,14,rodal con identificación litológica,volcánicas
RBAH_01,32,16,11,rodal con identificación litológica,volcánicas
RBAH_01,50,38,31,rodal con identificación litológica,volcánicas
RBAH_01,32,11,11,rodal con identificación litológica,margas/lutitas
RBAH_01,33,16,15,rodal con identificación litológica,calizas
RBAH_01,38,24,14,rodal con identificación litológica,cuarzo cristalizado
RBAH_01,53,41,24,rodal con identificación litológica,margas/lutitas
RBAH_01,75,31,25,rodal con identificación litológica,calizas
RBAH_01,43,20,9,rodal con identificación litológica,margas/lutitas
RBAH_01,39,20,11,rodal con identificación litológica,areniscas
RBAH_01,38,10,4,rodal con identificación litológica,margas/lutitas
RBAH_01,37,18,8,rodal con identificación litológica,volcánicas
RBAH_01,33,20,9,rodal con identificación litológica,margas/lutitas
RBAH_01,58,40,39,rodal con identificación litológica,calizas
RBAH_01,36,10,4,rodal con identificación litológica,margas/lutitas
RBAH_01,46,36,35,rodal con identificación litológica,margas/lutitas
RBAH_01,35,15,5,rodal con identificación litológica,margas/lutitas
RBAH_01,36,20,5,rodal con identificación litológica,margas/lutitas
RBAH_01,49,36,19,rodal con identificación litológica,calizas
RBAH_01,49,28,12,rodal con identificación litológica,margas/lutitas
RBAH_01,38,30,26,rodal con identificación litológica,margas/lutitas
RBAH_01,48,13,9,rodal con identificación litológica,margas/lutitas
RBAH_01,127,22,10,rodal con identificación litológica,margas/lutitas
RBAH_01,32,21,9,rodal con identificación litológica,margas/lutitas
RBAH_01,39,22,14,rodal con identificación litológica,calizas
RBAH_01,32,12,6,rodal con identificación litológica,margas/lutitas
RBAH_01,40,12,7,rodal con identificación litológica,margas/lutitas
RBAH_01,99,66,43,rodal con identificación litológica,areniscas
RBAH_01,60,38,20,rodal con identificación litológica,areniscas
RBAH_01,45,35,25,rodal con identificación litológica,calizas
RBAH_01,60,17,11,rodal con identificación litológica,margas/lutitas
RBAH_01,38,23,18,rodal con identificación litológica,calizas
RBAH_01,117,62,50,rodal con identificación litológica,calizas
RBAH_01,75,56,40,rodal con identificación litológica,margas/lutitas
RBAH_01,39,15,9,rodal con identificación litológica,margas/lutitas
RBAH_01,42,11,9,rodal con identificación litológica,margas/lutitas
RBAH_01,32,22,10,rodal con identificación litológica,calizas
